n,time,total_time,nodes,results
4,9.417533874511719e-05,9.417533874511719e-05,5,"{'3': 1, '2': 4, '1': 2, '4': 3}"
5,0.00012540817260742188,0.00021958351135253906,5,"{'3': 1, '4': 3, '2': 4, '1': 2, '5': 5}"
6,0.0005729198455810547,0.0007925033569335938,29,"{'4': 1, '3': 6, '5': 3, '2': 4, '6': 5, '1': 2}"
7,0.00047016143798828125,0.001262664794921875,16,"{'4': 1, '3': 3, '5': 6, '6': 4, '2': 5, '1': 7, '7': 2}"
8,0.0005509853363037109,0.001813650131225586,15,"{'4': 1, '5': 3, '6': 5, '3': 6, '7': 7, '2': 8, '1': 2, '8': 4}"
9,0.0012969970703125,0.003110647201538086,33,"{'5': 1, '4': 3, '6': 4, '7': 7, '3': 9, '2': 6, '8': 5, '1': 8, '9': 2}"
10,0.0032172203063964844,0.00632786750793457,67,"{'6': 1, '5': 3, '7': 4, '4': 6, '3': 10, '8': 8, '9': 5, '2': 7, '10': 9, '1': 2}"
11,0.004302024841308594,0.010629892349243164,62,"{'6': 1, '7': 3, '5': 4, '4': 2, '8': 9, '9': 6, '3': 8, '10': 10, '2': 11, '1': 7, '11': 5}"
12,0.017547130584716797,0.02817702293395996,226,"{'7': 1, '6': 3, '5': 5, '8': 4, '4': 10, '9': 8, '3': 12, '10': 11, '11': 2, '2': 9, '12': 7, '1': 6}"
13,0.037367820739746094,0.06554484367370605,330,"{'7': 1, '6': 3, '8': 4, '9': 2, '5': 8, '4': 10, '10': 11, '11': 9, '3': 7, '12': 12, '2': 13, '1': 6, '13': 5}"
14,0.1071767807006836,0.17272162437438965,843,"{'7': 1, '8': 3, '9': 5, '6': 4, '5': 7, '10': 11, '4': 9, '11': 14, '3': 2, '12': 12, '13': 10, '2': 13, '1': 8, '14': 6}"
15,0.0888071060180664,0.26152873039245605,491,"{'8': 1, '7': 3, '9': 4, '6': 5, '10': 2, '11': 9, '5': 10, '4': 13, '12': 12, '3': 11, '13': 15, '14': 8, '2': 14, '1': 7, '15': 6}"
16,0.04986405372619629,0.31139278411865234,200,"{'9': 1, '8': 3, '7': 5, '10': 4, '11': 2, '6': 9, '5': 11, '12': 13, '4': 14, '13': 10, '3': 16, '14': 7, '15': 15, '2': 6, '1': 8, '16': 12}"
17,0.19809293746948242,0.5094857215881348,726,"{'9': 1, '10': 3, '8': 4, '7': 2, '11': 5, '6': 8, '12': 9, '5': 13, '13': 12, '4': 11, '14': 14, '15': 16, '3': 17, '2': 6, '16': 7, '17': 15, '1': 10}"
18,0.22800517082214355,0.7374908924102783,703,"{'9': 1, '10': 3, '11': 5, '8': 4, '7': 2, '12': 9, '6': 8, '13': 11, '5': 12, '14': 15, '4': 14, '15': 18, '16': 6, '3': 16, '17': 17, '2': 13, '1': 10, '18': 7}"
19,1.87233304977417,2.6098239421844482,4678,"{'10': 1, '11': 3, '9': 4, '12': 5, '8': 2, '7': 8, '13': 9, '6': 10, '14': 12, '15': 14, '5': 13, '4': 16, '16': 18, '3': 6, '17': 7, '2': 17, '18': 15, '1': 11, '19': 19}"
20,2.5969390869140625,5.206763029098511,5118,"{'11': 1, '10': 3, '9': 5, '12': 4, '13': 2, '8': 9, '7': 11, '14': 8, '15': 12, '6': 13, '16': 14, '5': 16, '4': 19, '17': 17, '3': 6, '18': 20, '19': 7, '2': 18, '1': 10, '20': 15}"
21,40.5919029712677,45.79866600036621,70701,"{'11': 1, '12': 3, '10': 4, '9': 2, '13': 5, '14': 9, '8': 8, '7': 10, '15': 11, '16': 13, '6': 14, '17': 15, '5': 17, '4': 20, '18': 7, '3': 16, '19': 18, '2': 19, '20': 21, '1': 12, '21': 6}"
22,26.7966730594635,72.59533905982971,39128,"{'11': 1, '12': 3, '13': 5, '10': 4, '9': 2, '14': 9, '15': 11, '8': 8, '7': 10, '16': 13, '6': 14, '17': 15, '5': 20, '18': 17, '4': 18, '19': 21, '20': 7, '3': 16, '2': 19, '21': 22, '1': 12, '22': 6}"
23,219.47836089134216,292.0736999511719,260593,"{'12': 1, '13': 3, '11': 4, '14': 5, '10': 2, '15': 9, '9': 8, '16': 11, '8': 10, '7': 13, '17': 14, '6': 15, '18': 16, '19': 20, '5': 17, '4': 19, '20': 23, '3': 22, '21': 21, '2': 12, '22': 18, '1': 6, '23': 7}"
24,49.40977883338928,341.48347878456116,46355,"{'13': 1, '12': 3, '11': 5, '14': 4, '10': 2, '15': 8, '9': 10, '16': 11, '17': 13, '8': 12, '7': 14, '18': 15, '6': 18, '19': 17, '20': 19, '5': 21, '4': 7, '21': 23, '3': 22, '22': 6, '23': 9, '2': 20, '1': 16, '24': 24}"
25,42.13814401626587,383.621622800827,31895,"{'13': 1, '12': 3, '14': 4, '11': 5, '15': 2, '16': 8, '10': 9, '9': 11, '17': 6, '18': 13, '8': 14, '7': 19, '19': 15, '20': 18, '6': 23, '5': 20, '21': 22, '4': 17, '22': 25, '3': 24, '23': 16, '24': 21, '2': 7, '1': 12, '25': 10}"
26,43.14956021308899,426.771183013916,31169,"{'13': 1, '14': 3, '12': 4, '15': 5, '11': 2, '16': 9, '10': 8, '17': 11, '9': 6, '18': 13, '19': 15, '8': 14, '7': 16, '20': 19, '6': 18, '21': 21, '5': 22, '22': 24, '4': 26, '23': 10, '24': 25, '3': 23, '2': 17, '25': 7, '26': 12, '1': 20}"
