n,time,total_time,nodes,results
4,0.0002276897430419,0.0002276897430419,9,"{'2': 1, '1': 3, '3': 4, '4': 2}"
5,0.0005772113800048,0.0008049011230468,12,"{'3': 1, '1': 2, '2': 4, '4': 3, '5': 5}"
6,0.0074532032012939,0.0082581043243408,86,"{'3': 1, '1': 5, '2': 3, '6': 2, '4': 6, '5': 4}"
7,0.0045759677886962,0.0128340721130371,19,"{'3': 1, '1': 2, '2': 4, '6': 3, '4': 7, '5': 5, '7': 6}"
8,0.050786018371582,0.0636200904846191,179,"{'3': 1, '1': 2, '2': 6, '7': 3, '5': 4, '6': 8, '4': 7, '8': 5}"
9,0.0639159679412841,0.1275360584259033,108,"{'3': 1, '1': 2, '2': 4, '9': 8, '7': 3, '6': 6, '5': 9, '4': 7, '8': 5}"
10,2.261806964874268,2.389343023300171,4091,"{'3': 1, '1': 2, '2': 9, '10': 6, '7': 10, '6': 3, '4': 8, '5': 5, '8': 7, '9': 4}"
11,1.7035410404205322,4.092884063720703,1612,"{'3': 1, '1': 2, '2': 4, '10': 9, '8': 8, '5': 10, '6': 3, '4': 7, '7': 11, '9': 5, '11': 6}"
12,8.092012166976929,12.184896230697632,4814,"{'3': 1, '1': 2, '2': 4, '10': 7, '7': 12, '6': 9, '4': 8, '5': 11, '8': 3, '9': 5, '11': 10, '12': 6}"
13,2.3597869873046875,14.54468321800232,671,"{'3': 1, '1': 2, '2': 4, '10': 3, '8': 8, '4': 7, '7': 11, '6': 13, '5': 10, '9': 5, '13': 12, '11': 6, '12': 9}"
14,40.10391902923584,54.64860224723816,9569,"{'3': 1, '1': 2, '2': 4, '10': 3, '8': 12, '6': 6, '4': 10, '5': 13, '7': 14, '9': 8, '13': 9, '11': 5, '12': 7, '14': 11}"
15,33.702183961868286,88.35078620910645,5964,"{'3': 1, '1': 2, '2': 4, '10': 3, '8': 7, '5': 9, '4': 15, '7': 10, '6': 12, '9': 14, '13': 13, '11': 5, '12': 8, '15': 6, '14': 11}"
16,67.30877590179443,155.65956211090088,7993,"{'1': 1, '13': 2, '5': 3, '3': 4, '2': 7, '4': 8, '12': 5, '8': 11, '7': 15, '6': 12, '11': 13, '9': 16, '10': 6, '14': 9, '15': 14, '16': 10}"
17,340.5537328720093,496.21329498291016,31021,"{'1': 1, '13': 2, '5': 3, '3': 4, '2': 7, '4': 8, '12': 5, '8': 10, '6': 16, '7': 13, '11': 14, '9': 17, '10': 6, '14': 9, '17': 11, '15': 12, '16': 15}"
18,5.537684917449951,501.7509799003601,159,"{'1': 1, '13': 2, '5': 3, '3': 4, '2': 7, '4': 6, '12': 5, '8': 11, '7': 13, '6': 15, '11': 18, '9': 17, '10': 14, '14': 8, '18': 9, '15': 10, '17': 16, '16': 12}"
