n,time,total_time,nodes,results
4,0.00013184547424316406,0.00013184547424316406,8,"{'1': 2, '2': 4, '3': 1, '4': 3}"
5,0.00011587142944335938,0.00024771690368652344,5,"{'1': 1, '2': 3, '3': 5, '4': 2, '5': 4}"
6,0.0006427764892578125,0.0008904933929443359,31,"{'1': 2, '2': 4, '3': 6, '4': 1, '5': 3, '6': 5}"
7,0.00018215179443359375,0.0010726451873779297,9,"{'1': 1, '2': 3, '3': 5, '4': 7, '5': 2, '6': 4, '7': 6}"
8,0.002477884292602539,0.0035505294799804688,113,"{'1': 1, '2': 5, '3': 8, '4': 6, '5': 3, '6': 7, '7': 2, '8': 4}"
9,0.0012199878692626953,0.004770517349243164,41,"{'1': 1, '2': 3, '3': 6, '4': 8, '5': 2, '6': 4, '7': 9, '8': 7, '9': 5}"
10,0.00869297981262207,0.013463497161865234,209,"{'1': 1, '10': 2, '2': 6, '3': 8, '4': 10, '5': 4, '6': 9, '7': 3, '8': 5, '9': 7}"
11,0.0540621280670166,0.06752562522888184,994,"{'1': 1, '10': 2, '11': 6, '2': 3, '3': 8, '4': 10, '5': 4, '6': 9, '7': 11, '8': 5, '9': 7}"
12,0.01755380630493164,0.08507943153381348,214,"{'1': 1, '10': 2, '11': 4, '12': 6, '2': 8, '3': 10, '4': 7, '5': 3, '6': 11, '7': 9, '8': 12, '9': 5}"
13,0.03611898422241211,0.12119841575622559,394,"{'1': 1, '10': 2, '11': 4, '12': 6, '13': 8, '2': 7, '3': 11, '4': 13, '5': 3, '6': 5, '7': 9, '8': 12, '9': 10}"
14,0.01578378677368164,0.13698220252990723,122,"{'1': 1, '10': 2, '11': 4, '12': 6, '13': 3, '14': 9, '2': 7, '3': 11, '4': 13, '5': 8, '6': 5, '7': 14, '8': 12, '9': 10}"
15,0.15706396102905273,0.29404616355895996,1024,"{'1': 1, '10': 2, '11': 4, '12': 6, '13': 3, '14': 9, '15': 13, '2': 8, '3': 10, '4': 7, '5': 14, '6': 11, '7': 15, '8': 12, '9': 5}"
16,0.39895081520080566,0.6929969787597656,2088,"{'1': 1, '10': 2, '11': 4, '12': 6, '13': 3, '14': 9, '15': 11, '16': 13, '2': 5, '3': 8, '4': 10, '5': 14, '6': 7, '7': 15, '8': 12, '9': 16}"
17,0.019255876541137695,0.7122528553009033,25,"{'1': 1, '10': 2, '11': 4, '12': 6, '13': 3, '14': 5, '15': 10, '16': 12, '17': 14, '2': 7, '3': 11, '4': 16, '5': 8, '6': 15, '7': 17, '8': 9, '9': 13}"
18,0.07877230644226074,0.7910251617431641,78,"{'1': 1, '10': 2, '11': 4, '12': 6, '13': 3, '14': 5, '15': 10, '16': 12, '17': 14, '18': 16, '2': 8, '3': 11, '4': 7, '5': 18, '6': 15, '7': 17, '8': 9, '9': 13}"
19,0.015288829803466797,0.8063139915466309,24,"{'1': 1, '10': 2, '11': 4, '12': 6, '13': 3, '14': 5, '15': 10, '16': 12, '17': 14, '18': 16, '19': 7, '2': 8, '3': 11, '4': 9, '5': 18, '6': 15, '7': 17, '8': 19, '9': 13}"
20,0.12998604774475098,0.9363000392913818,250,"{'1': 1, '10': 2, '11': 4, '12': 6, '13': 3, '14': 5, '15': 10, '16': 12, '17': 14, '18': 16, '19': 7, '2': 9, '20': 19, '3': 11, '4': 18, '5': 8, '6': 17, '7': 20, '8': 13, '9': 15}"
21,0.07715821266174316,1.013458251953125,118,"{'1': 1, '10': 2, '11': 4, '12': 6, '13': 3, '14': 5, '15': 10, '16': 12, '17': 14, '18': 16, '19': 7, '2': 9, '20': 19, '21': 8, '3': 11, '4': 18, '5': 15, '6': 17, '7': 20, '8': 13, '9': 21}"
22,0.3541421890258789,1.367600440979004,459,"{'1': 1, '10': 2, '11': 4, '12': 6, '13': 3, '14': 5, '15': 10, '16': 12, '17': 14, '18': 16, '19': 7, '2': 9, '20': 19, '21': 22, '22': 11, '3': 17, '4': 20, '5': 18, '6': 8, '7': 15, '8': 13, '9': 21}"
23,0.04210805892944336,1.4097084999084473,40,"{'1': 1, '10': 2, '11': 4, '12': 6, '13': 3, '14': 5, '15': 10, '16': 12, '17': 14, '18': 16, '19': 7, '2': 8, '20': 19, '21': 22, '22': 11, '23': 9, '3': 17, '4': 20, '5': 18, '6': 23, '7': 15, '8': 13, '9': 21}"
24,0.12659883499145508,1.5363073348999023,117,"{'1': 1, '10': 2, '11': 4, '12': 6, '13': 3, '14': 5, '15': 10, '16': 12, '17': 14, '18': 16, '19': 7, '2': 8, '20': 19, '21': 22, '22': 24, '23': 9, '24': 11, '3': 17, '4': 20, '5': 18, '6': 23, '7': 15, '8': 13, '9': 21}"
25,0.10098004341125488,1.6372873783111572,95,"{'1': 1, '10': 2, '11': 4, '12': 6, '13': 3, '14': 5, '15': 10, '16': 12, '17': 14, '18': 16, '19': 7, '2': 8, '20': 21, '21': 23, '22': 25, '23': 9, '24': 11, '25': 24, '3': 17, '4': 19, '5': 22, '6': 18, '7': 15, '8': 13, '9': 20}"
26,0.06924915313720703,1.7065365314483643,47,"{'1': 1, '10': 2, '11': 4, '12': 6, '13': 3, '14': 5, '15': 10, '16': 12, '17': 14, '18': 16, '19': 7, '2': 8, '20': 9, '21': 22, '22': 24, '23': 26, '24': 23, '25': 11, '26': 13, '3': 17, '4': 20, '5': 18, '6': 15, '7': 25, '8': 19, '9': 21}"
27,2.2878682613372803,3.9944047927856445,1447,"{'1': 1, '10': 2, '11': 4, '12': 6, '13': 3, '14': 5, '15': 10, '16': 12, '17': 14, '18': 16, '19': 7, '2': 8, '20': 19, '21': 24, '22': 27, '23': 25, '24': 13, '25': 26, '26': 9, '27': 11, '3': 18, '4': 20, '5': 22, '6': 17, '7': 15, '8': 21, '9': 23}"
28,3.4942209720611572,7.488625764846802,2009,"{'1': 1, '10': 2, '11': 4, '12': 6, '13': 3, '14': 5, '15': 10, '16': 12, '17': 14, '18': 16, '19': 7, '2': 8, '20': 19, '21': 22, '22': 24, '23': 27, '24': 11, '25': 28, '26': 15, '27': 13, '28': 9, '3': 18, '4': 20, '5': 25, '6': 17, '7': 26, '8': 21, '9': 23}"
29,7.065620183944702,14.554245948791504,3859,"{'1': 1, '10': 2, '11': 4, '12': 6, '13': 3, '14': 5, '15': 10, '16': 12, '17': 14, '18': 16, '19': 7, '2': 8, '20': 19, '21': 22, '22': 25, '23': 28, '24': 26, '25': 29, '26': 9, '27': 11, '28': 17, '29': 15, '3': 20, '4': 13, '5': 27, '6': 18, '7': 23, '8': 21, '9': 24}"
30,23.53312611579895,38.087372064590454,11872,"{'1': 1, '10': 2, '11': 4, '12': 6, '13': 3, '14': 5, '15': 10, '16': 12, '17': 14, '18': 16, '19': 7, '2': 8, '20': 19, '21': 22, '22': 11, '23': 26, '24': 29, '25': 27, '26': 30, '27': 9, '28': 13, '29': 15, '3': 21, '30': 17, '4': 18, '5': 25, '6': 23, '7': 20, '8': 24, '9': 28}"
31,136.81716418266296,174.90453624725342,60660,"{'1': 1, '10': 2, '11': 4, '12': 6, '13': 3, '14': 5, '15': 10, '16': 12, '17': 14, '18': 16, '19': 7, '2': 8, '20': 19, '21': 22, '22': 24, '23': 26, '24': 31, '25': 29, '26': 9, '27': 11, '28': 13, '29': 15, '3': 21, '30': 17, '31': 20, '4': 18, '5': 27, '6': 30, '7': 23, '8': 25, '9': 28}"
32,13.78823184967041,188.69276809692383,5779,"{'1': 1, '10': 2, '11': 4, '12': 6, '13': 3, '14': 5, '15': 10, '16': 12, '17': 14, '18': 16, '19': 7, '2': 8, '20': 9, '21': 20, '22': 24, '23': 31, '24': 25, '25': 28, '26': 30, '27': 32, '28': 11, '29': 13, '3': 21, '30': 15, '31': 17, '32': 19, '4': 23, '5': 18, '6': 27, '7': 29, '8': 22, '9': 26}"
33,88.40053796768188,277.0933060646057,33680,"{'1': 1, '10': 2, '11': 4, '12': 6, '13': 3, '14': 5, '15': 10, '16': 12, '17': 14, '18': 16, '19': 7, '2': 8, '20': 9, '21': 20, '22': 25, '23': 27, '24': 31, '25': 33, '26': 28, '27': 32, '28': 29, '29': 11, '3': 21, '30': 13, '31': 15, '32': 17, '33': 19, '4': 18, '5': 22, '6': 26, '7': 23, '8': 30, '9': 24}"
34,3.987484931945801,281.0807909965515,1390,"{'1': 1, '10': 2, '11': 4, '12': 6, '13': 3, '14': 5, '15': 10, '16': 12, '17': 14, '18': 16, '19': 7, '2': 8, '20': 9, '21': 20, '22': 23, '23': 25, '24': 27, '25': 32, '26': 34, '27': 31, '28': 33, '29': 11, '3': 18, '30': 13, '31': 15, '32': 17, '33': 19, '34': 21, '4': 26, '5': 22, '6': 30, '7': 28, '8': 24, '9': 29}"
35,77.75043606758118,358.8312270641327,24406,"{'1': 1, '10': 2, '11': 4, '12': 6, '13': 3, '14': 5, '15': 10, '16': 12, '17': 14, '18': 16, '19': 7, '2': 8, '20': 9, '21': 20, '22': 23, '23': 25, '24': 31, '25': 33, '26': 35, '27': 30, '28': 32, '29': 34, '3': 24, '30': 13, '31': 11, '32': 19, '33': 17, '34': 15, '35': 21, '4': 28, '5': 18, '6': 29, '7': 26, '8': 22, '9': 27}"
36,84.5173499584198,443.3485770225525,24243,"{'1': 1, '10': 2, '11': 4, '12': 6, '13': 3, '14': 5, '15': 10, '16': 12, '17': 14, '18': 16, '19': 7, '2': 8, '20': 9, '21': 20, '22': 23, '23': 25, '24': 27, '25': 33, '26': 35, '27': 32, '28': 11, '29': 36, '3': 24, '30': 34, '31': 15, '32': 17, '33': 19, '34': 13, '35': 22, '36': 18, '4': 28, '5': 31, '6': 29, '7': 26, '8': 30, '9': 21}"
